@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z176.543743

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
14,23,1,13,90,0,0.978261,0.555556,20.75,1,0.5,FALSE
9,10,4,5,38,0,0.875,0.666667,18,3,1.5,FALSE
18,51,0,18,516,1,0.666667,0.266667,45.090909,11,3.2727,FALSE
0,0,0,0,11,0,0,0,0,0,0,FALSE
9,11,0,9,63,1,0.875,0.625,30,5,2.5,FALSE
31,70,0,31,531,0.357143,0.875,0.833333,128.25,13,3.5,FALSE
26,30,1,25,145,0,0.857143,0.625,71.5,13,6.5,FALSE
11,8,4,7,23,0,0.857143,0.625,10.5,1,0.5,FALSE
15,25,2,13,122,0,0.978723,0.555556,28.75,1,0.5,FALSE
14,12,1,13,61,0,0.857143,0.625,29.5,2,1,FALSE
1,9,0,1,50,0,0.966667,0.666667,23.5,1,0.5,FALSE
24,21,1,23,76,0,0.875,0.6,37,1,0.5,FALSE
2,9,0,2,32,0,0.970149,1,6.25,1,0.5,FALSE
5,4,1,4,28,0,0.92,0.555556,8.333333,1,0.6667,FALSE
22,20,0,22,76,0,0.88,0.666667,13.8,1,0.6,FALSE
1,8,1,0,43,1,0,0.571429,4.714286,1,0.8571,FALSE
2,5,2,0,63,0,0,0,12,0,0,FALSE
13,16,3,10,64,0,0.875,0.666667,31,5,2.5,FALSE
4,8,4,0,132,0.666667,0,0.666667,40,5,3,FALSE
12,34,0,12,338,0.666667,0.782609,0.333333,46.428571,5,1.7143,FALSE
14,26,3,14,156,1,0.836735,1,15.888889,1,0.8889,FALSE
17,17,1,16,90,0,0.875,0.625,44,1,0.5,FALSE
16,16,0,16,69,0,0.6,0.3,12.8,4,1.8,FALSE
15,14,0,15,97,0,0.7,0.45,23.25,5,3.5,FALSE
11,8,1,10,48,0,0.875,0.625,23,3,1.5,FALSE
36,83,2,34,471,0.666667,0,0.458333,26.529412,6,1.8235,FALSE
9,18,0,9,95,0.5,0.886364,0.333333,14.5,4,1.6667,FALSE
20,21,1,19,75,0,0.888889,0.666667,13.4,1,0.6,FALSE
1,2,0,1,4,0,1,1,3,0,0,FALSE
10,8,3,7,30,0,0.857143,0.666667,14,2,1,FALSE
5,12,1,4,53,1,0,0.25,11.75,2,1.25,FALSE
21,31,1,20,144,0,0.96,0.555556,34.25,1,0.5,FALSE
4,18,3,1,98,1,0,0.6,18.4,1,0.8,FALSE
2,25,1,1,160,0.692308,0.371429,0.347826,5.125,1,0.9167,FALSE
3,10,3,0,107,0.166667,1,1,100,0,0,FALSE
17,22,0,17,85,0,0.84,0.733333,12.666667,1,0.6667,FALSE
8,11,0,8,33,1,0.903226,0.4375,7,1,0.75,FALSE
18,20,0,18,123,0,0.857143,0.6,59.5,9,4.5,FALSE
16,19,1,15,125,0,0.944444,0.625,61.5,1,0.5,FALSE
8,10,0,8,41,1,0,1,16,0,0,FALSE
21,9,19,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
1,2,0,1,4,0,1,1,3,0,0,FALSE
9,10,0,9,28,0,0.916667,0.555556,5.5,1,0.5,FALSE
8,13,0,8,43,0,0.923077,0.555556,9,1,0.5,FALSE
16,25,4,13,89,0.666667,0.941667,0.375,9.75,1,0.875,FALSE
9,15,0,9,57,0,0.875,0.666667,9.8,1,0.6,FALSE
15,26,7,8,89,1,0.852941,0.4,13.666667,3,1.1667,FALSE
15,30,1,14,161,0,0.871795,0.611111,21.428571,2,0.8571,FALSE
23,56,0,23,1159,0.416667,0.692308,0.31746,113.7,7,3,FALSE
8,8,0,8,22,0,0.875,0.625,10,1,0.5,FALSE
22,26,0,22,97,0,0.884615,0.666667,17.8,1,0.6,FALSE
41,43,0,41,206,1,0,1,82,0,0,FALSE
23,25,1,22,96,0,0.892857,0.666667,17.6,1,0.6,FALSE
20,41,0,20,157,0.4,0,0.75,49.666667,5,1.6667,FALSE
24,39,0,24,296,0,0.75,0.270833,48.333333,7,2.1667,FALSE
13,26,0,13,107,0,0.857143,0.666667,52,7,3.5,FALSE
16,16,0,16,57,0,0.875,0.666667,10,1,0.6,FALSE
4,11,1,3,52,0,0,0.333333,15.666667,2,1.3333,FALSE
7,5,0,7,15,0,0,0.428571,4,1,0.6667,FALSE
