@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.412527-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,9,0,8,32,0,0.857143,0.625,15,4,2,FALSE
9,12,1,8,35,0,0.875,0.55,6,1,0.8,FALSE
9,14,0,9,46,0,0.88,0.666667,7.6,1,0.6,FALSE
35,37,0,35,176,1,0,1,70,0,0,FALSE
7,48,2,7,547,1,0,0.611111,59,4,1.4444,FALSE
5,18,1,4,81,0.5,0.967742,0.5,18.75,5,1.5,FALSE
15,15,0,15,49,0,0.88,0.666667,8.4,1,0.6,FALSE
60,36,55,5,301,0.666667,0,0.433333,25.818182,6,2,FALSE
9,23,1,8,78,0.5,0.875,0.583333,18,3,1,FALSE
13,18,1,12,82,0,0,0.5,40,10,5,FALSE
19,21,1,18,111,0,0.857143,0.625,54.5,1,0.5,FALSE
13,17,0,13,60,0,0.88,0.666667,10.4,1,0.6,FALSE
8,17,1,7,54,0,0.875,0.625,16.333333,2,0.6667,FALSE
6,9,0,6,31,1,0.958333,0.5,9,2,1,FALSE
2,27,0,2,140,0.333333,0,0.333333,26.4,1,0.6,FALSE
9,16,0,9,71,1,0,0.287037,4.583333,1,0.9167,FALSE
2,14,1,2,59,0,0,0.7,10.8,3,2.2,FALSE
4,15,1,3,42,1,0.926829,0.380952,4.857143,1,0.8571,FALSE
21,29,1,20,123,0,0.96,0.555556,29,1,0.5,FALSE
22,26,0,22,97,0,0.827586,0.722222,12.428571,1,0.7143,FALSE
16,13,0,16,67,0,0.857143,0.625,32.5,7,3.5,FALSE
18,35,0,18,194,1,0.862069,0.4,37.2,6,2.6,FALSE
2,33,1,1,217,0.764706,0.302326,0.283871,5.25,1,0.9375,FALSE
8,101,8,7,870,1,0,0.2625,39.619048,7,1.2857,FALSE
23,29,0,23,110,0,0.827586,0.466667,14.285714,3,1,FALSE
7,3,4,3,3,0,0,0.541667,0,1,1,FALSE
4,5,0,4,16,0,0.857143,0.666667,7,1,0.5,FALSE
32,30,20,12,30,0,0,0.156863,0,1,1,FALSE
24,28,0,24,113,0,0.892857,0.666667,21,1,0.6,FALSE
24,18,0,24,94,0,0.857143,0.6,46,9,4.5,FALSE
9,11,0,9,31,0,0.88,0.666667,4.8,1,0.6,FALSE
6,1,4,2,1,0,0,1,0,1,1,FALSE
9,10,0,9,28,0,0.916667,0.555556,5.5,1,0.5,FALSE
1,1,0,1,1,0,0,1,0,1,1,FALSE
2,14,1,2,59,0,0,0.7,10.8,3,2.2,FALSE
12,17,0,12,68,0,0.884615,0.666667,12,1,0.6,FALSE
15,18,0,15,64,0,0.888889,0.666667,11.2,1,0.6,FALSE
23,72,0,23,472,0,0.87234,0.314286,65.428571,10,4.1429,FALSE
11,18,0,11,56,1,0.666667,0.666667,26.5,1,0.5,FALSE
28,20,2,26,95,0,0.944444,0.625,46.5,1,0.5,FALSE
0,15,0,0,62,0.8,0,0.466667,4.7,1,0.9,FALSE
6,10,0,6,25,0,0,0.285714,2.571429,1,0.8571,FALSE
12,20,0,12,84,0,0.875,0.625,40.5,5,2.5,FALSE
9,4,4,5,4,0,0,0.45,0,1,1,FALSE
11,13,1,10,64,0,0.857143,0.625,31,1,0.5,FALSE
2,3,0,2,7,0,0,0.75,2.5,1,0.5,FALSE
16,18,0,16,81,1,0,1,32,0,0,FALSE
3,1,2,1,1,0,0,1,0,1,1,FALSE
13,17,0,13,58,0,0.884615,0.666667,10,1,0.6,FALSE
11,21,7,4,126,1,0,0.375,19.5,1,0.8333,FALSE
57,7,53,6,12,0,0.705882,0.5,1,1,0.8333,FALSE
4,2,2,2,2,0,0,0.625,0,1,1,FALSE
3,16,3,0,92,1,0,0.533333,4.666667,1,0.9333,FALSE
13,4,13,0,4,0,0,0.75,0,1,1,FALSE
15,53,2,13,328,0,0.958333,0.5,53.166667,1,0.6667,FALSE
30,59,0,30,573,0,0,0.3125,140,1,0.75,FALSE
8,12,0,8,93,1,0.933333,0.75,28.666667,12,4,FALSE
18,139,1,17,2049,0.9,0,0.222222,91.681818,18,4.3182,FALSE
10,10,0,10,29,0,0.875,0.625,13.5,1,0.5,FALSE
9,13,0,9,43,0,0.913043,0.555556,9,1,0.5,FALSE
116,355,0,116,5070,0.555556,0,0.050383,86.842105,71,5.3333,FALSE
11,18,0,11,55,0,0,0.666667,26.5,1,0.5,FALSE
7,6,0,7,22,0,0.857143,0.666667,10,2,1,FALSE
10,19,0,10,74,0,0.875,0.625,36,7,3.5,FALSE
2,5,0,2,15,1,0.962963,0.666667,3.666667,1,0.3333,FALSE
32,106,15,21,1231,0.965517,0,0.142222,45.230769,19,2.8462,FALSE
13,16,0,13,56,0,0.8,0.666667,27,1,0.5,FALSE
26,21,0,26,79,0,0.857143,0.625,38.5,5,2.5,FALSE
10,13,1,9,43,0,0.92,0.555556,9,1,0.5,FALSE
17,33,0,17,166,0,0,0.777778,54.333333,5,2,FALSE
6,23,0,6,115,0.5,0.956522,0.75,36.666667,6,2,FALSE
24,344,0,24,1146,1,0,0.049077,2.268222,1,0.9971,FALSE
4,9,2,2,43,1,0,0.375,5.833333,1,0.8333,FALSE
23,9,17,6,46,1,0,0.333333,5.833333,1,0.8333,FALSE
32,37,4,28,235,1,0,0.5,77,9,3,FALSE
6,34,1,5,271,1,0,0.266667,15.625,5,1.25,FALSE
26,33,0,26,137,0,0.827586,0.611111,18.142857,1,0.7143,FALSE
21,55,3,18,406,0.5,0.757576,0.422222,38.6,4,1.2,FALSE
7,7,0,7,25,0,0.875,0.625,11.5,2,1,FALSE
13,10,0,13,33,0,0.875,0.625,15.5,3,1.5,FALSE
3,8,1,2,132,1,0,0.416667,20.5,2,1.1667,FALSE
8,8,0,8,26,0,0.8,0.666667,12,1,0.5,FALSE
15,18,0,15,68,0,0.88,0.666667,12,1,0.6,FALSE
9,13,1,8,43,0,0.923077,0.555556,9,1,0.5,FALSE
24,19,0,24,83,0,0.857143,0.625,40.5,1,0.5,FALSE
18,36,1,17,351,0.652174,0,0.266667,26.333333,11,1.75,FALSE
7,11,2,5,43,0,0,0.611111,6.166667,4,1.3333,FALSE
3,4,3,0,4,0,0,0.625,0,1,1,FALSE
26,43,4,22,256,0,0.944444,0.625,126,15,7.5,FALSE
23,42,5,21,319,0,0.684211,0.380952,44.571429,15,3.2857,FALSE
9,12,1,8,52,0,0.875,0.625,25,4,2,FALSE
0,5,0,0,15,0,0,0,12,0,0,FALSE
11,23,1,11,115,0.666667,0,1,11.111111,2,1,FALSE
9,22,1,8,79,0,0.857143,0.666667,38,5,2.5,FALSE
11,25,0,11,219,0,0.882353,0.7,42.8,27,6,FALSE
9,20,1,8,131,0,0,0.5,25,2,1.2,FALSE
23,50,1,22,205,0,0.962963,0.555556,49.5,1,0.5,FALSE
11,20,0,11,107,0,0.866667,0.833333,34,2,1,FALSE
5,1,3,2,1,0,0,1,0,1,1,FALSE
13,18,0,13,66,0,0.857143,0.6,32,4,2,FALSE
31,83,4,27,394,0,0.888889,0.45,29.153846,8,1.3846,FALSE
15,19,0,15,75,0,0.555556,0.433333,13.8,1,0.8,FALSE
17,22,0,17,85,0,0.857143,0.733333,12.666667,1,0.6667,FALSE
12,16,4,8,71,0,0.444444,0.472222,10.833333,2,1.1667,FALSE
3,21,3,0,116,0.333333,0,0.45,27.25,2,1,FALSE
5,8,2,3,54,0,0,0.75,26,7,3.5,FALSE
9,32,4,9,107,0.333333,0.859649,0.266667,10.555556,2,1,FALSE
3,4,3,0,4,0,0,0.625,0,1,1,FALSE
15,28,1,14,150,0,0.85,0.666667,17.25,2,0.875,FALSE
