@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.412527-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,3,0,8,51,1,0.933333,0.75,21,8,4,FALSE
1,8,1,0,8,0,0,0.5,0,1,1,FALSE
4,5,3,1,18,0,0,0,12,0,0,FALSE
24,49,0,24,345,0,0,0.4,85,13,5.5,FALSE
10,15,4,6,54,0.5,0.6875,0.333333,7.666667,1,0.8333,FALSE
13,12,0,13,46,0,0.875,0.555556,14.333333,3,1.3333,FALSE
8,14,0,8,46,0.5,0.947368,0.666667,13.666667,2,0.6667,FALSE
0,0,0,0,3,0,0,0,0,0,0,FALSE
14,24,1,13,111,0,0.978723,0.555556,26,1,0.5,FALSE
4,5,0,4,24,1,0.928571,0.75,10.5,4,2,FALSE
11,20,8,3,80,0.5,0,0.5,25,5,1.6667,FALSE
6,9,1,5,19,0,0,0.333333,5.333333,1,0.6667,FALSE
8,19,0,8,77,0.333333,0.666667,0.666667,23.666667,1,0.3333,FALSE
16,38,1,15,250,1,0,0.6,48.8,1,0.8,FALSE
22,30,0,22,217,0,0.857143,0.625,107.5,25,12.5,FALSE
14,49,1,13,472,1,0,0.166667,66.142857,2,1.1429,FALSE
0,18,0,0,137,0,0,0.5,67.5,2,1,FALSE
6,19,2,4,167,1,0.785714,0.4,40,6,2.75,FALSE
1,27,0,1,178,0.714286,0.351351,0.35,5.307692,1,0.9231,FALSE
24,26,0,24,101,0,0.827586,0.722222,13.142857,1,0.7143,FALSE
7,24,1,6,102,0,0,0.25,24.5,4,2.25,FALSE
4,8,0,4,21,1,0.882353,0.7,3,1,0.8,FALSE
15,18,0,15,64,0,0.88,0.666667,11.2,1,0.6,FALSE
24,29,6,18,167,0,0.916667,0.541667,22.571429,1,0.7143,FALSE
2,33,1,1,220,0.764706,0.302326,0.354839,5.34375,1,0.9375,FALSE
3,4,1,3,10,1,1,1,3.5,0,0,FALSE
0,2,0,0,10,0,0,0,4,0,0,FALSE
8,7,0,8,21,0,0.875,0.625,9.5,1,0.5,FALSE
5,4,0,5,12,0,0.8,0.666667,5,1,0.5,FALSE
3,13,1,2,49,0.5,0,0.333333,10.75,3,1,FALSE
11,23,1,11,115,0.666667,0,1,11.111111,2,1,FALSE
2,17,0,2,64,0.5,0.882353,0.583333,14.5,3,1.25,FALSE
37,51,4,33,407,0,0.945055,0.777778,56.857143,1,0.7143,FALSE
7,5,3,4,5,0,0,0.32,0,1,1,FALSE
2,7,0,2,36,0,0,0.5,17,1,0.5,FALSE
2,18,0,2,362,0,0.916667,0.375,89,1,0.75,FALSE
21,54,1,20,768,0.970588,0,0.228571,145.8,8,3.8,FALSE
15,28,0,15,149,0,0.888889,0.4375,28.2,3,1,FALSE
9,8,0,9,26,0,0.958333,0.666667,12,1,0.5,FALSE
1,3,0,1,7,0,0.962963,1,2.5,1,0.5,FALSE
18,46,2,16,190,0.25,0.791667,0.5,25.571429,4,1.1429,FALSE
21,29,1,20,123,0,0.96,0.555556,29,1,0.5,FALSE
14,9,12,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
3,0,3,0,71,0,0,0,0,0,0,FALSE
31,28,0,31,244,0,0.944444,0.625,121,1,0.5,FALSE
12,63,0,12,380,0.909091,0,0.266667,35.9,7,2.1,FALSE
2,24,0,2,201,0,0.916667,0.375,48.75,1,0.75,FALSE
13,18,0,13,72,0,0.875,0.666667,12.8,1,0.6,FALSE
10,6,2,8,35,0,0.875,0.625,16.5,3,1.5,FALSE
3,32,2,2,126,1,1,1,60,0,0,FALSE
3,9,0,3,19,0,0,0.514286,1.714286,1,0.8571,FALSE
19,19,0,19,68,0,0.875,0.625,33,1,0.5,FALSE
14,23,0,14,462,0,0.888889,0.5625,114.5,1,0.75,FALSE
3,28,2,1,173,1,0,0.246914,4.925926,1,0.963,FALSE
4,6,0,4,6,0,0,0.625,0,1,1,FALSE
6,8,4,2,29,0,0.981132,1,7.666667,1,0.3333,FALSE
9,8,0,9,25,0,0.857143,0.625,11.5,2,1,FALSE
1,8,0,1,367,0,0.977273,0.75,182.5,1,0.5,FALSE
1,5,0,1,17,0,0,0,12,0,0,FALSE
11,23,1,10,188,0,0.978261,0.555556,45.25,1,0.5,FALSE
7,12,0,7,49,0,0,0.666667,23.5,2,1,FALSE
16,14,0,16,56,0,0.888889,0.666667,27,1,0.5,FALSE
6,7,0,6,27,0,0.875,0.666667,12.5,2,1,FALSE
0,5,0,0,20,0,0,0,12,0,0,FALSE
9,10,0,9,76,0,0.947368,0.666667,36,5,2.5,FALSE
18,19,0,18,91,0,0.8,0.666667,44.5,1,0.5,FALSE
16,1,12,4,3,0,0,1,0,1,1,FALSE
24,21,0,24,96,0,0.9375,0.625,47,1,0.5,FALSE
1,4,1,0,14,1,0,0.666667,3.333333,1,0.6667,FALSE
15,72,1,14,402,0,0,0.466667,78,7,4.4,FALSE
8,30,2,6,222,0.6,0,0.333333,35.166667,5,2.1667,FALSE
11,20,0,11,86,0,0.875,0.5,16.2,3,1.2,FALSE
10,12,0,10,43,0,0.857143,0.666667,20.5,4,2,FALSE
4,4,1,3,9,0,0.95,1,3.5,1,0.5,FALSE
4,27,1,3,209,0.875,0,0.5,24.125,10,2,FALSE
23,24,0,23,108,0,0.814815,0.722222,14.142857,1,0.7143,FALSE
0,5,0,0,19,0,0,0,12,0,0,FALSE
8,10,1,7,28,0,0.952381,0.666667,13,1,0.5,FALSE
17,30,3,15,148,0.5,0,0.339286,8.466667,2,1.0667,FALSE
7,21,0,7,60,0,0.942308,0.416667,13.75,2,1,FALSE
47,49,0,47,236,1,0,1,94,0,0,FALSE
7,41,0,7,368,0.428571,0.926829,0.5,71.2,13,3,FALSE
25,33,2,23,281,0,0.875,0.666667,52.8,1,0.6,FALSE
17,17,0,17,80,0,0.958333,0.666667,39,1,0.5,FALSE
22,25,2,20,159,0,0.8,0.666667,76.5,1,0.5,FALSE
5,2,5,0,2,0,0,0.75,0,1,1,FALSE
26,7,20,6,126,0.5,0,0.75,57,7,3.5,FALSE
5,26,2,3,208,0.833333,0,0.285714,24.25,3,1.125,FALSE
5,17,1,4,102,0.8,0.866667,0.833333,23.25,4,1.5,FALSE
8,13,1,7,85,0.571429,0.8125,0.35,18.5,5,1.75,FALSE
5,7,0,5,17,0,0.909091,0.625,3.25,1,0.75,FALSE
22,77,1,21,1074,0.625,0,0.285714,104.8,1,0.8,FALSE
11,17,3,8,149,0,0.884615,0.583333,36.25,11,3.25,FALSE
26,29,8,18,194,0,0.916667,0.541667,26.428571,1,0.7143,FALSE
23,30,1,22,126,0,0.964286,0.555556,30,1,0.5,FALSE
6,8,0,6,31,1,0,1,12,0,0,FALSE
14,29,0,14,169,0,0.857143,0.625,83.5,1,0.5,FALSE
11,13,0,11,50,0,0.875,0.6,24,4,2,FALSE
22,36,0,22,189,0,0.916667,0.625,93,1,0.5,FALSE
3,1,1,2,1,0,0,1,0,1,1,FALSE
12,30,0,12,130,0,0,0.5625,31.25,3,1.25,FALSE
21,34,0,21,160,0,0.777778,0.380952,52.333333,10,3.6667,FALSE
10,9,0,10,34,0,0.857143,0.666667,16,2,1,FALSE
7,15,0,7,63,1,0,0.666667,19.666667,2,0.6667,FALSE
15,19,0,15,79,0,0.88,0.666667,14.2,1,0.6,FALSE
8,11,0,8,31,1,0.947368,0.666667,9,2,0.6667,FALSE
27,118,2,25,875,0.5,0,0.181818,86.1,15,5.4,FALSE
14,18,1,13,77,1,0.861111,0.75,11.666667,6,1.6667,FALSE
9,18,1,8,54,0,0.857143,0.625,16.333333,3,1,FALSE
0,0,0,0,6,0,0,0,0,0,0,FALSE
2,13,0,2,284,0.142857,0.978723,1,91.333333,6,2,FALSE
0,2,0,0,11,0,0,0,4,0,0,FALSE
20,26,2,18,113,0,0.934783,0.583333,20.8,3,1,FALSE
1,5,0,1,45,0,0,0.75,21.5,9,4.5,FALSE
19,106,0,19,303,0,0,0.066607,1.990099,1,0.9901,FALSE
28,32,1,27,167,0,0.875,0.625,82.5,1,0.5,FALSE
1,4,0,1,8,0,0,0.5,3,1,0.5,FALSE
16,15,0,16,46,0,0.88,0.666667,7.8,1,0.6,FALSE
7,9,1,6,20,0,0.965517,0.666667,9,1,0.5,FALSE
29,52,0,29,196,0.333333,0.8,0.75,63.333333,7,2.3333,FALSE
21,2,20,1,2,0,0,0.833333,0,1,1,FALSE
17,34,3,15,208,0.625,0,0.347222,9.526316,2,1.0526,FALSE
2,3,0,2,23,0,0,0,11,0,0,FALSE
15,18,0,15,64,0,0.88,0.666667,11.2,1,0.6,FALSE
22,30,0,22,124,0,0.888889,0.666667,23.2,1,0.6,FALSE
34,39,0,34,359,0,0.882353,0.5,118.666667,12,4.3333,FALSE
8,20,0,8,117,0.5,0.886364,0.333333,18.166667,8,2.3333,FALSE
0,29,0,0,115,0,0,0.5,37.333333,1,0.6667,FALSE
16,18,1,15,64,0,0.888889,0.666667,11.2,1,0.6,FALSE
28,70,1,27,401,0,0.978261,0.555556,98.5,1,0.5,FALSE
15,34,0,15,163,0.2,0,0.777778,38.5,6,1.75,FALSE
5,11,0,5,28,0,0,0.666667,13,1,0.5,FALSE
18,14,1,17,98,0,0.875,0.625,48,6,3,FALSE
10,4,5,5,4,0,0,0.416667,0,1,1,FALSE
15,10,1,14,54,0,0.875,0.625,26,1,0.5,FALSE
30,42,0,30,281,0,0.666667,0.466667,92.333333,3,1.3333,FALSE
4,1,0,4,1,0,0,1,0,1,1,FALSE
39,42,2,37,188,0,0.896552,0.666667,36,1,0.6,FALSE
20,38,1,19,192,0,0.978261,0.555556,46.25,1,0.5,FALSE
5,4,0,5,9,0,0,0.75,3.5,1,0.5,FALSE
7,33,0,7,158,0.75,0.823529,0.416667,29.8,6,2,FALSE
28,41,1,27,167,0,0.852941,0.404762,26.333333,5,1.5,FALSE
4,67,4,0,556,1,0,0.535714,8.571429,22,1.3571,FALSE
2,14,0,2,53,1,0.882353,0.583333,12,4,1.5,FALSE
13,22,0,13,80,0,0.884615,0.666667,14.4,1,0.6,FALSE
45,61,20,25,393,0.333333,0,0.151515,31.25,5,2.1667,FALSE
17,29,0,17,100,0,0,0.666667,48.5,3,1.5,FALSE
20,35,0,20,176,0,0.857143,0.625,87,1,0.5,FALSE
4,8,1,3,25,0,0.8,0.625,5.25,2,1,FALSE
19,23,4,15,92,0,0.84,0.733333,13.833333,1,0.6667,FALSE
17,60,2,16,447,0.933333,0,0.5,38.272727,7,1.8182,FALSE
9,10,0,9,28,0,0.913043,0.555556,5.5,1,0.5,FALSE
10,1,6,4,1,0,0,1,0,1,1,FALSE
34,44,1,33,498,0,0.875,0.625,245,7,3.5,FALSE
1,27,0,1,178,0.714286,0.351351,0.35,5.307692,1,0.9231,FALSE
1,7,1,0,39,0,0,0,31,0,0,FALSE
11,5,6,5,5,0,0,0.375,0,1,1,FALSE
67,4,59,8,19,0,0.818182,0.6,3.333333,1,0.6667,FALSE
4,4,1,3,10,0,0.9,0.533333,2.333333,1,0.6667,FALSE
14,9,13,2,9,0,0,1,0,1,1,FALSE
18,69,0,18,783,0.6,0.818182,0.342857,128.666667,13,3.8333,FALSE
6,10,0,6,38,0,0.875,0.625,18,3,1.5,FALSE
10,67,3,8,1006,0.95,0,0.195,36.923077,18,2.6154,FALSE
12,17,0,12,73,0,0.857143,0.625,35.5,6,3,FALSE
18,19,0,18,109,0,0.944444,0.625,53.5,3,1.5,FALSE
1,2,0,1,4,0,1,1,3,0,0,FALSE
8,10,0,8,36,0,0.8,0.666667,17,3,1.5,FALSE
9,13,0,9,43,0,0.913043,0.555556,9,1,0.5,FALSE
13,18,0,13,66,0,0.857143,0.6,32,4,2,FALSE
9,31,2,8,212,0.6,0.5,0.277778,28.571429,15,2.7143,FALSE
31,82,4,27,698,0.333333,0.754717,0.366071,45.333333,7,1.3333,FALSE
13,23,3,10,87,0,0.942029,1,15.8,1,0.8,FALSE
3,5,0,3,21,0,0,0.75,9.5,1,0.5,FALSE
22,29,3,19,179,0,0.977778,0.555556,43,1,0.5,FALSE
15,39,1,14,188,0,0.892857,0.666667,36,1,0.6,FALSE
20,20,0,20,75,0,0.8,0.666667,36,1,0.5,FALSE
8,14,0,8,46,0.5,0.947368,0.666667,13.666667,2,0.6667,FALSE
8,14,0,8,46,0.5,0.947368,0.666667,13.666667,2,0.6667,FALSE
5,4,4,1,5,0,0,0.625,0,1,1,FALSE
8,12,6,2,84,1,0.857143,0.722222,12.166667,2,0.5,FALSE
3,1,2,1,1,0,0,1,0,1,1,FALSE
3,5,3,0,5,0,0,0.666667,0,1,1,FALSE
9,1,8,1,1,0,0,1,0,1,1,FALSE
8,12,0,8,49,0.5,0,0.6,14.666667,2,0.6667,FALSE
30,9,28,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
13,16,0,13,128,0,0.875,0.6,63,11,5.5,FALSE
10,23,0,10,116,0,0.78125,0.475,13.375,1,0.875,FALSE
11,18,0,11,56,0,0,0.666667,27,2,1,FALSE
18,39,3,16,321,0.444444,0,0.3125,17.352941,2,1.1765,FALSE
3,10,3,0,43,1,0,0.52381,4.857143,1,0.7143,FALSE
11,60,0,11,338,0.333333,0,0.45,54.833333,8,2.6667,FALSE
1,6,0,1,27,1,0.9375,0.833333,12,3,1.5,FALSE
18,63,4,14,466,0.857143,0,0.416667,44.9,13,3.9,FALSE
5,12,3,2,114,0.5,0,0.296296,11.222222,7,1.8889,FALSE
15,34,0,15,137,0.333333,0,0.75,43.666667,4,1.3333,FALSE
0,0,0,0,4,0,0,0,0,0,0,FALSE
18,18,0,18,74,0,0.875,0.666667,13.4,1,0.6,FALSE
12,14,0,12,104,0,0.875,0.6,51,11,5.5,FALSE
13,12,3,10,53,1,0.777778,0.466667,16.333333,3,1.3333,FALSE
0,5,0,0,18,0,0,0,12,0,0,FALSE
3,25,1,2,98,1,0,0.314286,5.571429,1,0.9286,FALSE
