@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.412527-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
20,35,1,19,177,0,0.977273,0.555556,42.75,1,0.5,FALSE
5,21,1,4,81,0.5,0,0.75,25.333333,1,0.3333,FALSE
17,30,2,15,181,0.4,0.5,0.5,43,4,1.25,FALSE
19,20,1,18,74,0,0.892857,0.666667,13.2,1,0.6,FALSE
108,230,60,48,2455,0.9375,0,0.118835,23.39,9,1.82,FALSE
21,35,0,21,132,0,0.8,0.666667,64,1,0.5,FALSE
24,33,0,24,181,0,0.827586,0.4,24.428571,2,0.8571,FALSE
20,19,0,20,74,0,0.857143,0.625,36,6,3,FALSE
34,39,8,26,375,1,0,0.285714,45.75,11,4.625,FALSE
8,8,0,8,23,0,0.958333,0.666667,10.5,1,0.5,FALSE
14,17,1,13,58,0,0.88,0.666667,10,1,0.6,FALSE
8,6,0,8,83,0,0.857143,0.625,40.5,7,3.5,FALSE
16,13,0,16,55,0,0.8,0.666667,26.5,1,0.5,FALSE
0,2,0,0,9,0,0,0,4,0,0,FALSE
47,89,7,40,627,0,0.782609,0.787879,50.916667,2,0.9167,FALSE
4,7,0,4,27,1,0.928571,0.75,12,4,2,FALSE
22,22,0,22,102,0,0.857143,0.625,49,3,1.5,FALSE
7,16,0,7,66,0.8,0.859649,1,5.777778,2,1.1111,FALSE
0,0,0,0,4,0,0,0,0,0,0,FALSE
14,39,0,14,244,0.571429,0.829787,0.311111,25.333333,8,2.1111,FALSE
5,66,0,5,780,0.4,0.804878,0.277778,76.5,14,3,FALSE
17,22,0,17,87,0,0.846154,0.733333,13,1,0.6667,FALSE
9,8,0,9,25,0,0.857143,0.625,11.5,2,1,FALSE
20,15,0,20,55,0,0.8,0.666667,26.5,1,0.5,FALSE
7,39,0,7,121,1,0,0.147368,2.131579,1,0.9737,FALSE
4,1,3,1,1,0,0,1,0,1,1,FALSE
9,21,2,7,91,0.5,0.857143,0.666667,43.5,7,3.5,FALSE
23,30,3,20,190,0,0.978723,0.555556,45.75,1,0.5,FALSE
24,25,0,24,90,0,0.884615,0.666667,16.6,1,0.6,FALSE
18,24,0,18,91,0,0.827586,0.722222,11.571429,1,0.7143,FALSE
25,22,0,25,100,0,0.944444,0.625,49,1,0.5,FALSE
17,28,3,15,127,0.4,0,0.333333,8.384615,2,1.0769,FALSE
6,7,1,6,15,1,0.5,0.666667,3.666667,1,0.3333,FALSE
14,25,1,13,107,0,0.977273,0.555556,25.25,1,0.5,FALSE
3,21,2,1,172,1,0,0.52381,10.857143,2,1,FALSE
7,14,0,7,38,1,0.928571,0.75,17.5,2,1,FALSE
17,7,17,0,34,1,0,0.7,5.4,1,0.8,FALSE
14,11,0,14,42,0,0.875,0.625,20,3,1.5,FALSE
18,31,1,17,412,0.153846,0,0.340909,32.25,1,0.8333,FALSE
24,18,5,19,78,0,0.875,0.625,24.333333,5,1.6667,FALSE
1,23,0,1,147,0.666667,0.393939,0.27619,5.136364,1,0.9091,FALSE
10,19,0,10,45,0,0,0.666667,21.5,1,0.5,FALSE
19,3,18,1,3,0,0,0.666667,0,1,1,FALSE
23,38,1,22,172,0,0.964286,0.555556,41.25,1,0.5,FALSE
1,5,0,1,26,0,0,0.5,12,1,0.5,FALSE
10,10,0,10,29,0,0.875,0.625,13.5,1,0.5,FALSE
19,35,0,19,175,0,0.851852,0.733333,27.666667,1,0.6667,FALSE
9,10,0,9,76,0,0.947368,0.666667,36,5,2.5,FALSE
73,21,61,12,21,0,0,0.266667,0,1,1,FALSE
5,6,0,5,14,0,0.857143,0.666667,6,1,0.5,FALSE
5,1,4,1,1,0,0,1,0,1,1,FALSE
19,23,0,19,86,0,0.88,0.666667,15.6,1,0.6,FALSE
7,15,2,5,89,1,0,0.4,16.4,9,2.8,FALSE
6,14,0,6,55,0.5,0.857143,0.666667,16.666667,3,1,FALSE
1,19,0,1,72,1,0,0.444444,3.533333,1,0.9333,FALSE
13,16,0,13,128,0,0.857143,0.6,63,11,5.5,FALSE
26,74,0,26,517,0.642857,0.730769,0.34375,54.888889,4,1.7778,FALSE
9,13,0,9,43,0,0.92,0.555556,9,1,0.5,FALSE
1,5,0,1,20,0,0,0,12,0,0,FALSE
0,0,0,0,16,0,0,0,0,0,0,FALSE
6,7,1,6,15,0,0.952381,0.666667,6.5,1,0.5,FALSE
43,83,0,43,667,0.181818,0.764706,0.5,108.333333,11,2.3333,FALSE
21,42,0,21,121,1,0.827586,0.5,16,2,0.8571,FALSE
8,1,5,3,5,0,0,1,0,1,1,FALSE
9,10,0,9,28,0,0.916667,0.555556,5.5,1,0.5,FALSE
11,28,0,11,143,0.6,0.895833,0.375,18.714286,2,0.8571,FALSE
8,18,0,8,103,0.5,0,0.625,32.666667,5,1.6667,FALSE
21,15,0,21,86,0,0.944444,0.625,42,1,0.5,FALSE
15,15,0,15,53,0,0.88,0.666667,9.2,1,0.6,FALSE
9,10,0,9,28,0,0.913043,0.555556,5.5,1,0.5,FALSE
8,23,5,5,111,1,0.764706,0.333333,10.888889,5,1.3333,FALSE
21,23,0,21,106,1,0,1,42,0,0,FALSE
1,9,0,1,48,1,0,0.75,4.625,1,0.875,FALSE
0,0,0,0,2,0,0,0,0,0,0,FALSE
14,18,1,13,77,1,0.861111,0.75,11.666667,6,1.6667,FALSE
11,13,2,9,43,0,0.923077,0.555556,9,1,0.5,FALSE
15,18,0,15,68,0,0.88,0.666667,12,1,0.6,FALSE
17,16,1,16,56,0,0.964286,0.555556,12.5,1,0.5,FALSE
8,31,0,8,147,0,0,0.666667,47,3,1.3333,FALSE
8,39,3,5,175,1,0.571429,0.338462,12.230769,2,1.1538,FALSE
8,1,6,2,1,0,0,1,0,1,1,FALSE
19,43,0,19,450,0,0.363636,0.34375,54.625,7,4.625,FALSE
0,0,0,0,8,0,0,0,0,0,0,FALSE
10,13,0,10,51,0,0.857143,0.625,24.5,4,2,FALSE
7,22,0,7,80,0.666667,0.875,0.444444,18.25,6,1.75,FALSE
20,44,0,20,445,0.090909,0.947368,0.466667,107.5,3,1,FALSE
8,48,4,4,276,0.8,0,0.222222,26.1,2,0.9,FALSE
14,21,9,5,83,0.75,0,0.283333,5.583333,1,0.9167,FALSE
9,18,0,9,88,0,0.8,0.611111,11,2,0.8571,FALSE
20,30,0,20,119,0,0.857143,0.6,18.333333,1,0.6667,FALSE
12,50,5,8,311,0.75,0.590909,0.25,13.619048,3,1.0952,FALSE
2,2,0,2,2,0,0,1,0,1,1,FALSE
8,2,2,6,2,0,0,0.8,0,1,1,FALSE
18,116,3,16,1306,0.916667,0.342105,0.143357,23.415094,17,1.8113,FALSE
3,7,1,3,25,0.5,1,1,10.5,0,0,FALSE
3,1,1,2,1,0,0,1,0,1,1,FALSE
4,13,0,4,58,1,0.888889,0.555556,18,4,2.3333,FALSE
8,8,2,6,22,0,0.96,0.666667,10,2,1,FALSE
2,3,1,1,7,0,0.909091,1,2.5,1,0.5,FALSE
8,11,0,8,31,1,0.947368,0.666667,9,2,0.6667,FALSE
13,26,0,13,147,0.25,0.886364,0.333333,22.833333,9,2.5,FALSE
1,5,0,1,19,0,0,0,12,0,0,FALSE
21,30,0,21,111,0,0.827586,0.4,14.428571,3,1,FALSE
8,11,0,8,33,1,0.903226,0.4375,7,1,0.75,FALSE
14,27,2,14,164,0.571429,0.836735,1,16.444444,2,1,FALSE
1,5,0,1,18,0,0,0,12,0,0,FALSE
29,73,2,27,358,0.75,0,0.166667,34,2,1.1,FALSE
13,17,0,13,60,0,0.884615,0.666667,10.4,1,0.6,FALSE
42,77,10,32,693,0.4375,0,0.195238,31.238095,5,1.2381,FALSE
12,26,0,12,111,0.5,0.875,0.666667,35.333333,7,2.3333,FALSE
19,24,0,19,88,0,0.827586,0.4,11.142857,1,0.7143,FALSE
7,7,1,6,23,0,0.875,0.625,10.5,1,0.5,FALSE
35,74,1,35,438,0.375,0.881818,0.25,29.714286,10,2.3571,FALSE
34,69,0,34,569,0.4,0.826087,0.44,92.166667,10,3.8333,FALSE
16,24,1,15,118,0,0.967742,0.4375,22,1,0.6,FALSE
11,86,1,11,649,0.666667,0.8,0.5,79.75,13,4.75,FALSE
26,30,2,24,117,0,0.827586,0.722222,15.285714,1,0.7143,FALSE
15,18,0,15,64,0,0.884615,0.666667,11.2,1,0.6,FALSE
8,13,0,8,49,0,0.8,0.666667,23.5,1,0.5,FALSE
5,1,2,3,1,0,0,1,0,1,1,FALSE
16,50,4,12,214,0.333333,0.869565,0.5,25.375,2,1,FALSE
45,109,0,45,1061,0,0,0.333333,261.25,1,0.75,FALSE
7,25,0,7,157,1,0.6,0.48,24.833333,8,2.6667,FALSE
30,92,0,30,999,0.166667,0.860465,0.357143,140,22,7.2857,FALSE
26,36,0,26,210,0,0.875,0.625,67,7,2.3333,FALSE
12,23,0,12,106,0.333333,0.777778,0.416667,24.75,5,1.5,FALSE
22,41,0,22,387,0.090909,0.853659,0.326531,46,14,2.375,FALSE
17,18,1,16,61,0,0.884615,0.666667,10.6,1,0.6,FALSE
5,17,0,5,69,0.333333,0.909091,0.666667,15.5,3,1,FALSE
8,12,0,8,40,0,0.666667,0.6,12.333333,3,1.3333,FALSE
14,17,4,10,68,1,0.857143,0.625,32.5,6,3,FALSE
15,23,2,13,90,0,0.977011,0.555556,20.75,1,0.5,FALSE
