@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z176.5493414

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
24,33,0,24,258,0,0.916667,0.625,128,1,0.5,FALSE
7,17,0,7,74,0,0.857143,0.625,36,8,4,FALSE
10,11,2,8,42,1,0,0.5,9.25,7,2,FALSE
5,1,3,2,1,0,0,1,0,1,1,FALSE
22,15,3,19,59,0,0.875,0.625,28.5,4,2,FALSE
3,6,3,0,6,0,0,0.666667,0,1,1,FALSE
4,9,1,3,31,0,0,0.333333,9,2,1,FALSE
22,42,4,18,250,0.333333,0.85,0.571429,29.5,2,0.875,FALSE
7,17,0,7,70,0.8,0.847458,0.5,5.5,2,1.1,FALSE
19,42,3,16,156,0,0.772727,0.25,18.5,2,1,FALSE
5,1,3,2,1,0,0,1,0,1,1,FALSE
0,5,0,0,57,0,0,0.75,27.5,9,4.5,FALSE
5,5,0,5,11,0,0.833333,0.533333,2.666667,1,0.6667,FALSE
19,23,0,19,87,0,0.892857,0.666667,15.8,1,0.6,FALSE
21,32,0,21,269,0,0.875,0.666667,50.8,1,0.6,FALSE
24,26,5,19,102,0,0.875,0.666667,18.8,1,0.6,FALSE
6,6,0,6,26,0,0.857143,0.625,12,2,1,FALSE
15,29,4,14,145,0.75,0.952381,0.5,22.5,4,1.3333,FALSE
2,6,0,2,17,0,0.967742,1,2.75,1,0.5,FALSE
22,25,0,22,96,0,0.884615,0.666667,17.6,1,0.6,FALSE
0,16,0,0,102,0.6,0,0.5,31.333333,1,0.3333,FALSE
25,54,0,25,428,1,0.666667,0.375,46,9,2.5556,FALSE
11,18,0,11,120,0.285714,0.84375,0.444444,15.142857,4,1.2857,FALSE
18,50,1,17,283,0,0.925926,0.466667,93,11,6.6667,FALSE
15,45,0,15,1115,0.285714,0,0.533333,276,24,11,FALSE
9,17,1,8,57,0,0.875,0.583333,18,1,0.6667,FALSE
