@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z176.5493414

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
81,16,63,18,54,0,0.913043,0.5,17,1,0.6667,FALSE
0,0,0,0,2,0,0,0,0,0,0,FALSE
9,14,0,9,48,0,0.869565,0.5,8,1,0.6,FALSE
13,33,0,13,152,0.333333,0.857143,0.666667,48.666667,10,3.3333,FALSE
19,22,2,17,85,0,0.857143,0.733333,12.666667,1,0.6667,FALSE
6,12,1,5,130,1,0.92,0.555556,31.25,6,1.75,FALSE
17,22,0,17,85,0,0.846154,0.733333,12.666667,1,0.6667,FALSE
20,60,0,20,266,0.25,0,0.444444,64.5,9,2.5,FALSE
2,5,1,1,36,0,0,0.75,17,6,3,FALSE
0,5,0,0,15,0,0,0,12,0,0,FALSE
3,32,0,3,253,0.5,0.942857,0.466667,61.25,1,0.5,FALSE
6,15,0,6,44,0,0.714286,0.5,13.333333,2,1,FALSE
82,6,73,9,20,0,0.666667,0.533333,5.666667,1,0.6667,FALSE
22,26,0,22,98,0,0.857143,0.666667,48,6,3,FALSE
15,10,0,15,40,0,0.9375,0.625,19,1,0.5,FALSE
12,13,0,12,44,0,0.857143,0.625,21,4,2,FALSE
15,17,3,12,56,0,0.955224,0.583333,9.6,1,0.6,FALSE
24,30,0,24,182,0,0.857143,0.6,89.5,6,3,FALSE
29,35,8,21,163,0.25,0.8,0.52381,18.875,2,1,FALSE
3,8,0,3,28,0,0,0.333333,8.333333,1,0.6667,FALSE
27,52,6,21,257,1,0.758621,0.458333,30.875,1,0.875,FALSE
39,55,12,27,347,0.5,0,0.166667,48,10,2.8571,FALSE
19,20,1,18,75,0,0.888889,0.666667,13.4,1,0.6,FALSE
5,8,4,1,21,0,1,0.666667,4,0,0,FALSE
18,9,16,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
6,39,1,5,208,0.857143,0,0.384615,13.357143,3,1.1429,FALSE
4,35,2,2,1412,1,0.409091,0.595238,99.785714,18,8.4286,FALSE
17,27,6,11,141,0,0.923077,0.6,22,1,0.6667,FALSE
9,24,1,8,102,0.875,0,0.5,30.333333,1,0.3333,FALSE
9,24,0,9,83,0.5,0.857143,0.666667,26,4,1.3333,FALSE
12,11,2,10,35,0,0.875,0.625,16.5,2,1,FALSE
7,5,3,4,5,0,0,0.32,0,1,1,FALSE
2,5,1,1,36,0,0,0.75,17,6,3,FALSE
20,77,1,20,637,1,0.927083,0.339286,68.666667,21,3.7778,FALSE
41,72,9,32,468,0,0.772727,0.727273,37.666667,2,0.9167,FALSE
27,58,0,27,485,0.3,0.826087,0.8,78.166667,11,3.6667,FALSE
7,16,0,7,56,0,0.777778,0.416667,17.333333,3,1.3333,FALSE
5,31,0,5,115,0.75,0,0.444444,26.75,3,1.25,FALSE
3,9,1,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
33,54,0,33,505,0,0.625,0.416667,124.75,1,0.75,FALSE
17,25,0,17,72,0,0,0.666667,35,3,1.5,FALSE
9,95,3,7,759,0.923077,0.204082,0.178125,17.195122,3,1.3415,FALSE
7,44,2,6,315,1,0,0.454545,25,3,1.8333,FALSE
3,4,3,0,4,0,0,0.75,0,1,1,FALSE
63,0,63,0,147,0,0,0,0,0,0,FALSE
23,54,2,21,342,0,0.967742,0.375,66.8,1,0.6,FALSE
15,16,0,15,65,0,0.888889,0.777778,20.333333,4,2,FALSE
14,25,0,14,78,0,0.666667,0.666667,38,1,0.5,FALSE
1,0,1,0,12,0,0,0,0,0,0,FALSE
5,7,1,4,29,0,0.972973,0.625,8,2,0.6667,FALSE
5,11,0,5,31,0,0,0.777778,9.333333,1,0.6667,FALSE
21,21,0,21,75,0,0.888889,0.666667,13.6,1,0.6,FALSE
8,16,1,7,74,0.8,0,0.4,16.25,2,0.75,FALSE
11,25,0,11,145,0.75,0.886364,0.347222,13.1,4,0.8,FALSE
37,61,8,29,414,0,0.9,0.4,57.714286,1,0.7143,FALSE
18,101,1,17,328,1,0,0.066818,2.22,1,0.98,FALSE
17,41,4,13,196,0.5,0,0.333333,31.333333,1,0.6667,FALSE
23,36,0,23,117,0,0,0.75,57.5,3,1.5,FALSE
9,10,0,9,28,0,0.916667,0.555556,5.5,1,0.5,FALSE
1,2,0,1,13,0,0,0,4,0,0,FALSE
1,3,0,1,18,0,0,0,11,0,0,FALSE
14,25,1,13,94,0,0.96875,0.555556,21.75,1,0.5,FALSE
36,81,0,36,536,0.444444,0.142857,0.306122,64.875,10,4.5,FALSE
6,7,2,4,7,0,0,0.428571,0,1,1,FALSE
83,15,81,2,15,0,0,0.288889,0,1,1,FALSE
13,31,0,13,235,0.571429,0.857143,0.4375,44.6,5,1.6,FALSE
27,23,16,13,122,1,0.357143,0.28,11.1,8,1.7,FALSE
2,8,0,2,28,0.5,0.982143,1,7.666667,1,0.3333,FALSE
30,70,11,19,560,0.833333,0,0.294643,31.235294,6,2.4706,FALSE
18,32,1,17,157,0,0.8,0.611111,21,1,0.7143,FALSE
9,10,7,2,35,0,0.970588,1,5.4,1,0.6,FALSE
21,27,0,21,165,0,0.714286,0.466667,54,3,1.3333,FALSE
22,24,0,22,111,1,0,1,44,0,0,FALSE
15,54,0,15,342,0.583333,0.833333,0.416667,46.142857,7,1.8571,FALSE
3,2,2,1,2,0,0,0.666667,0,1,1,FALSE
5,9,0,5,24,0,0.818182,1,7,1,0.6667,FALSE
12,27,2,10,203,0,0.977778,0.555556,49,1,0.5,FALSE
5,9,0,5,24,0,0.818182,1,7,1,0.6667,FALSE
22,33,2,20,148,0,0.8,0.611111,19.714286,1,0.7143,FALSE
4,8,1,3,25,0,0.8125,0.625,5.25,2,1,FALSE
8,33,0,8,97,1,0,0.130682,1.96875,1,0.9688,FALSE
20,23,0,20,112,0,0.875,0.625,55,7,3.5,FALSE
15,40,1,14,176,0,0.966667,0.555556,42.25,1,0.5,FALSE
12,3,8,4,3,0,0,0.666667,0,1,1,FALSE
10,23,0,10,79,0,0,0.666667,38,3,1.5,FALSE
11,23,0,11,197,0.6,0.9,0.428571,47,4,1.5,FALSE
18,15,12,6,53,0,0.772727,0.333333,7.666667,1,0.8333,FALSE
16,24,1,15,87,0,0.960784,0.555556,20,1,0.5,FALSE
6,16,1,5,69,1,0,0.5,21.666667,1,0.6667,FALSE
13,15,0,13,56,0,0.8,0.666667,27,1,0.5,FALSE
12,14,9,3,54,0,0,0.333333,16.666667,3,1.6667,FALSE
16,29,0,16,115,0,0.875,0.625,56,4,2,FALSE
18,47,3,16,429,0.615385,0,0.333333,15.64,2,1.12,FALSE
9,0,8,1,0,0,0,0,0,0,0,FALSE
27,38,4,23,220,0,0.947368,0.472222,30.142857,2,0.8571,FALSE
15,50,0,15,812,0,0.782609,0.333333,134,7,1.8333,FALSE
24,39,12,13,387,1,0,0.35,45.625,15,2.625,FALSE
13,16,1,12,52,1,0.878788,0.55,9.2,4,1.4,FALSE
16,18,1,15,68,0,0.888889,0.666667,12,1,0.6,FALSE
21,15,1,20,82,0,0.894737,0.466667,26.333333,3,1.3333,FALSE
12,23,1,11,78,0,0.96,0.555556,17.75,1,0.5,FALSE
6,15,5,1,97,1,0.888889,0.581818,7.727273,1,0.2727,FALSE
13,60,1,12,417,0,0,0.424242,36.909091,13,4.1818,FALSE
2,5,0,2,14,0,0.923077,0.833333,3.666667,1,0.6667,FALSE
17,16,1,16,53,0,0.875,0.6,25.5,4,2,FALSE
18,27,0,18,161,0,0.894737,0.5,30,7,2,FALSE
20,24,2,18,93,0,0.892857,0.666667,17,1,0.6,FALSE
33,24,32,1,220,0,0,0.349206,23.111111,3,2,FALSE
13,16,1,12,58,0,0.88,0.666667,10,1,0.6,FALSE
18,31,0,18,133,0,0.875,0.6,65,11,5.5,FALSE
22,37,1,21,149,0,0.9375,0.5,35.75,4,2.25,FALSE
11,17,0,11,60,0,0.875,0.5,10.4,1,0.6,FALSE
2,4,1,1,10,0,0.8,1,2.333333,1,0.6667,FALSE
26,60,22,4,930,0.166667,0,0.335714,44.9,11,2.95,FALSE
23,30,3,20,190,0,0.978261,0.555556,45.75,1,0.5,FALSE
50,57,25,25,357,0.333333,0,0.309524,49.571429,8,3.1429,FALSE
18,16,0,18,86,0,0.875,0.625,42,3,1.5,FALSE
20,215,6,15,4446,0.970588,0.146067,0.15974,27.464516,71,2.1806,FALSE
12,10,0,12,50,0,0.888889,0.666667,24,1,0.5,FALSE
17,17,0,17,58,0,0.88,0.666667,10.2,1,0.6,FALSE
10,13,1,9,43,0,0.923077,0.555556,9,1,0.5,FALSE
37,102,5,32,888,0.25,0.727273,0.653846,62.142857,1,0.8571,FALSE
7,13,3,4,56,0,0.7,0.5,13,4,1.5,FALSE
7,63,1,6,1183,1,0,0.266667,76.933333,35,5.5333,FALSE
22,25,2,20,159,0,0.8,0.666667,76.5,1,0.5,FALSE
0,5,0,0,32,0,0,0,12,0,0,FALSE
7,20,0,7,60,0.333333,0.972222,0.625,10.4,1,0.6,FALSE
13,10,8,5,40,0,0.692308,0.5,7,1,0.8,FALSE
6,19,2,4,107,1,0,0.45,20,7,2.2,FALSE
9,13,0,9,43,0,0.92,0.555556,9,1,0.5,FALSE
20,18,0,20,73,0,0.875,0.6,35.5,1,0.5,FALSE
7,20,0,7,60,0.333333,0.972222,0.625,10.4,1,0.6,FALSE
7,18,0,7,91,0.5,0.886364,0.333333,13.833333,6,2,FALSE
9,18,1,9,113,0,0.958333,1,21.4,1,0.8,FALSE
3,1,1,2,1,0,0,1,0,1,1,FALSE
10,46,2,10,242,0.5,0,0.416667,46.6,6,1.8,FALSE
10,18,1,9,87,0,0.977011,0.555556,20,1,0.5,FALSE
8,8,1,7,23,0,0.857143,0.625,10.5,1,0.5,FALSE
2,1,2,0,1,0,0,1,0,1,1,FALSE
11,15,0,11,69,0,0.875,0.6,33.5,6,3,FALSE
9,13,0,9,43,0,0.913043,0.555556,9,1,0.5,FALSE
15,34,7,8,301,1,0.884615,0.583333,72.75,32,8.5,FALSE
31,16,2,29,156,0,0.875,0.625,77,2,1,FALSE
10,15,0,10,56,0,0.857143,0.625,27,3,1.5,FALSE
4,3,0,4,7,0,0.8,0.666667,2.5,1,0.5,FALSE
7,4,6,1,12,0,1,0.833333,4.5,0,0,FALSE
9,13,0,9,52,0,0.958333,0.555556,11.25,1,0.5,FALSE
1,10,0,1,29,0,1,0.7,4.8,0,0,FALSE
8,14,1,7,47,0,0.941176,0.625,22.5,1,0.5,FALSE
9,13,0,9,43,0,0.923077,0.555556,9,1,0.5,FALSE
10,8,0,10,37,1,0.947368,0.666667,11,2,0.6667,FALSE
9,10,7,2,35,0,0.970588,1,5.4,1,0.6,FALSE
4,33,3,1,191,1,0,0.409091,16.181818,4,1.5455,FALSE
13,30,0,13,129,0,0,0.5625,31,3,1.25,FALSE
3,10,0,3,46,0,0,0.666667,22,2,1,FALSE
8,17,0,8,57,0,0.875,0.666667,27.5,4,2,FALSE
9,11,0,9,37,0,0.884615,0.666667,6,1,0.6,FALSE
19,22,0,19,160,1,0.818182,0.4,38.75,1,0.5,FALSE
22,53,1,21,335,0,0.956522,0.5,54.333333,1,0.6667,FALSE
8,2,3,5,2,0,0,0.666667,0,1,1,FALSE
16,19,0,16,76,0,0.5,0.533333,24,1,0.6667,FALSE
7,4,6,1,12,0,1,0.833333,4.5,0,0,FALSE
22,28,0,22,131,0,0.84,0.733333,20.333333,1,0.6667,FALSE
13,17,0,13,59,0,0.875,0.666667,10.2,1,0.6,FALSE
10,1,6,4,1,0,0,1,0,1,1,FALSE
14,24,4,10,109,0,0.965909,0.666667,20.2,1,0.6,FALSE
4,3,1,3,7,0,0.909091,0.625,2.5,1,0.5,FALSE
10,49,3,8,395,0,0,0.261905,64,9,5.1667,FALSE
32,80,0,32,986,0.5,0,0.6,108.333333,36,6,FALSE
8,98,2,7,359,1,0,0.186047,7.068182,1,0.9545,FALSE
10,49,3,8,395,0,0,0.261905,64,9,5.1667,FALSE
10,11,0,10,34,0,0.882353,0.7,5.8,2,1,FALSE
1,9,0,1,23,0,0.955224,1,4.75,1,0.75,FALSE
13,24,2,11,194,0.75,0.722222,0.357143,26.142857,5,1.7143,FALSE
12,37,0,12,259,0.875,0.866667,0.371429,30.375,10,3,FALSE
14,68,4,13,419,1,0.981752,0.203704,30.153846,6,1.4615,FALSE
12,17,6,6,58,0,0.615385,0.321429,7.142857,3,1,FALSE
17,16,1,16,53,0,0.875,0.6,25.5,4,2,FALSE
4,6,1,3,39,1,0.916667,0.666667,16,2,1,FALSE
13,106,0,13,551,1,0,0.125,59.444444,1,0.7778,FALSE
13,16,0,13,65,0,0.875,0.625,31.5,4,2,FALSE
38,38,3,35,220,0,0.882353,0.466667,72.333333,4,1.6667,FALSE
10,15,0,10,56,0,0.875,0.625,27,3,1.5,FALSE
3,8,0,3,43,0,0.95122,0.583333,13,1,0.6667,FALSE
13,106,0,13,551,1,0,0.125,59.444444,1,0.7778,FALSE
11,12,0,11,40,0,0.857143,0.625,19,4,2,FALSE
1,6,0,1,54,0,0.981481,1,17,1,0.6667,FALSE
6,8,0,6,29,1,0.928571,0.75,13,4,2,FALSE
16,29,3,13,113,0,0.978261,0.555556,26.5,1,0.5,FALSE
27,36,1,26,161,0,0.875,0.6,79,1,0.5,FALSE
0,6,0,0,31,1,0,0.8,4.6,1,0.8,FALSE
17,96,4,14,882,0.875,0.419355,0.157895,21.410256,11,1.7436,FALSE
0,5,0,0,15,0,0,0,12,0,0,FALSE
80,13,70,10,39,0,0.666667,0.666667,8.5,1,0.5,FALSE
2,8,1,1,25,1,1,0.75,5,0,0,FALSE
10,15,2,9,43,1,0.875,0.366667,7.4,2,1,FALSE
27,23,16,13,122,1,0.357143,0.28,11.1,8,1.7,FALSE
11,25,0,11,88,0.5,0,0.4,13.333333,3,1.1667,FALSE
10,17,5,5,63,0.5,0,0.275,6.625,1,0.875,FALSE
19,49,4,15,428,0.5,0,0.142857,52,17,4.5,FALSE
4,2,1,3,2,0,0,1,0,1,1,FALSE
11,19,1,10,72,0,0.963636,0.555556,16.25,1,0.5,FALSE
6,15,6,0,64,1,0,0.6,11.6,4,1,FALSE
14,29,2,12,164,0,0.934426,0.55,25.833333,1,0.6667,FALSE
4,11,1,3,52,0,0,0.333333,15.666667,2,1.3333,FALSE
22,24,0,22,105,0,0.892857,0.666667,19.4,1,0.6,FALSE
4,11,1,3,73,0,0,0.333333,22.333333,3,1.6667,FALSE
5,19,1,4,255,0.952381,0,0.555556,57.5,11,3,FALSE
0,5,0,0,17,0,0,0,12,0,0,FALSE
2,5,0,2,12,0,0.888889,0.666667,2.666667,1,0.6667,FALSE
10,47,2,8,439,1,0,0.20979,32.230769,8,1.4615,FALSE
19,31,3,16,124,0,0.8,0.666667,60,8,4,FALSE
